"Date" "Mid Price"
12/19/2013 47.46
12/12/2013 41.27
12/5/2013 42.64
11/28/2013 47.3
11/21/2013 34.39
11/14/2013 39.2
11/7/2013 45.48
10/31/2013 44.97
10/24/2013 49.2
10/17/2013 46.28
10/10/2013 41.33
10/3/2013 37.84
9/26/2013 36.05
9/19/2013 45.11
9/12/2013 45.51
9/5/2013 35.53
8/29/2013 33.54
8/22/2013 28.96
8/15/2013 34.51
8/8/2013 39.5
8/1/2013 35.62
7/25/2013 45.12
7/18/2013 47.74
7/11/2013 48.94
7/4/2013 41.99
6/27/2013 30.28
6/20/2013 37.45
6/13/2013 32.97
6/6/2013 29.47
5/30/2013 35.97
5/23/2013 48.97
5/16/2013 38.49
5/9/2013 40.79
5/2/2013 30.99
4/25/2013 28.29
4/18/2013 26.85
4/11/2013 19.31
4/4/2013 35.49
3/28/2013 38.4
3/21/2013 38.94
3/14/2013 45.42
3/7/2013 31.06
2/28/2013 28.39
2/21/2013 41.79
2/14/2013 42.25
2/7/2013 42.77
1/31/2013 48.04
1/24/2013 52.34
1/17/2013 43.94
1/10/2013 46.45
1/3/2013 38.71
12/27/2012 44.4
12/20/2012 46.4
12/13/2012 43.23
12/6/2012 42.22
11/29/2012 40.93
11/22/2012 35.82
11/15/2012 28.82
11/8/2012 38.5
11/1/2012 35.74
10/25/2012 29.25
10/18/2012 28.66
10/11/2012 30.58
10/4/2012 33.86
9/27/2012 36.1
9/20/2012 37.5
9/13/2012 36.46
9/6/2012 33.06
8/30/2012 34.72
8/23/2012 41.96
8/16/2012 36.84
8/9/2012 36.47
8/2/2012 30.45
7/26/2012 28.11
7/19/2012 22.19
7/12/2012 30.23
7/5/2012 32.64
6/28/2012 28.67
6/21/2012 32.89
6/14/2012 34.04
6/7/2012 27.45
5/31/2012 28.02
5/24/2012 30.47
5/17/2012 23.58
5/10/2012 25.4
5/3/2012 35.4
4/26/2012 27.64
4/19/2012 31.18
4/12/2012 28.14
4/5/2012 38.17
3/29/2012 42.47
3/22/2012 42.38
3/15/2012 45.61
3/8/2012 42.38
3/1/2012 44.51
2/23/2012 43.69
2/16/2012 42.71
2/9/2012 51.64
2/2/2012 43.81
1/26/2012 48.4
1/19/2012 47.23
1/12/2012 49.14
1/5/2012 48.88
12/29/2011 40.6
12/22/2011 33.72
12/15/2011 40.18
12/8/2011 38.57
12/1/2011 33.04
11/24/2011 32.71
11/17/2011 41.93
11/10/2011 44.73
11/3/2011 40.18
10/27/2011 43
10/20/2011 35.98
10/13/2011 39.77
10/6/2011 35.23
9/29/2011 32.51
9/22/2011 25.33
9/15/2011 30.5
9/8/2011 30.22
9/1/2011 38.62
8/25/2011 36.44
8/18/2011 35.56
8/11/2011 33.43
8/4/2011 27.16
7/28/2011 37.84
7/21/2011 39.86
7/14/2011 39.31
7/7/2011 41.77
6/30/2011 38.31
6/23/2011 37.46
6/16/2011 29
6/9/2011 24.42
6/2/2011 30.18
5/26/2011 25.61
5/19/2011 26.69
5/12/2011 30.77
5/5/2011 35.46
4/28/2011 37.9
4/21/2011 32.16
4/14/2011 42.25
4/7/2011 43.59
3/31/2011 41.81
3/24/2011 37.74
3/17/2011 28.49
3/10/2011 35.97
3/3/2011 36.79
2/24/2011 36.63
2/17/2011 46.58
2/10/2011 49.4
2/3/2011 51.54
1/27/2011 42.04
1/20/2011 50.75
1/13/2011 52.34
1/6/2011 55.88
12/30/2010 51.61
12/23/2010 63.28
12/16/2010 50.23
12/9/2010 53.05
12/2/2010 49.66
11/25/2010 47.4
11/18/2010 40
11/11/2010 57.56
11/4/2010 48.23
10/28/2010 51.23
10/21/2010 49.62
10/14/2010 47.1
10/7/2010 49.03
9/30/2010 42.53
9/23/2010 44.97
9/16/2010 50.89
9/9/2010 43.87
9/2/2010 30.8
8/26/2010 20.74
8/19/2010 30.11
8/12/2010 39.76
8/5/2010 30.39
7/29/2010 40
7/22/2010 32.16
7/15/2010 39.37
7/8/2010 20.94
7/1/2010 24.68
6/24/2010 34.46
6/17/2010 42.45
6/10/2010 34.48
6/3/2010 37.09
5/27/2010 29.83
5/20/2010 41.3
5/13/2010 36.6
5/6/2010 39.13
4/29/2010 41.36
4/22/2010 38.12
4/15/2010 48.48
4/8/2010 42.86
4/1/2010 41.3
3/25/2010 32.39
3/18/2010 35.37
3/11/2010 45.29
3/4/2010 35.86
2/25/2010 34.89
2/18/2010 35.85
2/11/2010 36.75
2/4/2010 29.23
1/28/2010 35
1/21/2010 40
1/14/2010 47.44
1/7/2010 41
12/31/2009 49.18
12/24/2009 37.68
12/17/2009 42.11
12/10/2009 42.68
12/3/2009 41.58
11/26/2009 41.66
11/19/2009 42.73
11/12/2009 38.6
11/5/2009 22.22
10/29/2009 33.65
10/22/2009 40.48
10/15/2009 47.3
10/8/2009 35.09
10/1/2009 43.55
9/24/2009 39.09
9/17/2009 42.14
9/10/2009 37.33
9/3/2009 37.97
8/27/2009 33.98
8/20/2009 34.07
8/13/2009 51
8/6/2009 50
7/30/2009 47.67
7/23/2009 37.6
7/16/2009 28.68
7/9/2009 27.91
7/2/2009 37.84
6/25/2009 28
6/18/2009 33.33
6/11/2009 39.25
6/4/2009 47.56
5/28/2009 40.37
5/21/2009 33.72
5/14/2009 43.81
5/7/2009 44.09
4/30/2009 36.09
4/23/2009 31.82
4/16/2009 44.14
4/9/2009 35.71
4/2/2009 42.66
3/26/2009 39.13
3/19/2009 45.06
3/12/2009 27.64
3/5/2009 18.92
2/26/2009 24.3
2/19/2009 21.64
2/12/2009 32.91
2/5/2009 24.63
1/29/2009 25.27
1/22/2009 27.21
1/15/2009 27.63
1/8/2009 48.7
1/1/2009 24
12/25/2008 28.95
12/18/2008 39.73
12/11/2008 37.5
12/4/2008 26.67
11/27/2008 31.25
11/20/2008 24.37
11/13/2008 38.33
11/6/2008 44.83
10/30/2008 37.14
10/23/2008 38.74
10/16/2008 40.94
10/9/2008 31.47
10/2/2008 33.33
9/25/2008 34.04
9/18/2008 27.21
9/11/2008 29.27
9/4/2008 37.04
8/28/2008 30.68
8/21/2008 38.1
8/14/2008 42.86
8/7/2008 35.61
7/31/2008 40
7/24/2008 35.82
7/17/2008 25
7/10/2008 22.17
7/3/2008 23.93
6/26/2008 31.25
6/19/2008 32.98
6/12/2008 31.25
6/5/2008 43.48
5/29/2008 31.36
5/22/2008 46.3
5/15/2008 45.16
5/8/2008 52.81
5/1/2008 53.29
4/24/2008 46.67
4/17/2008 30.37
4/10/2008 45.76
4/3/2008 36.7
3/27/2008 41.6
3/20/2008 25.21
3/13/2008 20.42
3/6/2008 21.98
2/28/2008 34.31
2/21/2008 33.18
2/14/2008 33.33
2/7/2008 34.11
1/31/2008 30.08
1/24/2008 25.14
1/17/2008 24.3
1/10/2008 19.63
1/3/2008 25.71
12/27/2007 30
12/20/2007 35.85
12/13/2007 47.62
12/6/2007 40.65
11/29/2007 28.57
11/22/2007 25.58
11/15/2007 33.01
11/8/2007 36.19
11/1/2007 44.71
10/25/2007 31.25
10/18/2007 41.96
10/11/2007 54.64
10/4/2007 51.81
9/27/2007 49.37
9/20/2007 39.24
9/13/2007 40
9/6/2007 38.38
8/30/2007 40.3
8/23/2007 41.28
8/16/2007 42.22
8/9/2007 45.76
8/2/2007 45.88
7/26/2007 44.21
7/19/2007 41.77
7/12/2007 43.64
7/5/2007 43.84
6/28/2007 39.02
6/21/2007 43.16
6/14/2007 37.3
6/7/2007 40.59
5/31/2007 33.33
5/24/2007 37.35
5/17/2007 38.39
5/10/2007 42.86
5/3/2007 28.57
4/26/2007 39.24
4/19/2007 46.94
4/12/2007 40.85
4/5/2007 32.26
3/29/2007 42.68
3/22/2007 43.88
3/15/2007 32.99
3/8/2007 35.8
3/1/2007 36.63
2/22/2007 53.85
2/15/2007 47.57
2/8/2007 46.15
2/1/2007 46.32
1/25/2007 39.51
1/18/2007 57.78
1/11/2007 44.44
1/4/2007 49.14
12/28/2006 46
12/21/2006 39.08
12/14/2006 41.33
12/7/2006 38.94
11/30/2006 40.22
11/23/2006 41.94
11/16/2006 46.56
11/9/2006 50.6
11/2/2006 43.75
10/26/2006 52.17
10/19/2006 54.2
10/12/2006 48.98
10/5/2006 37.78
9/28/2006 51.32
9/21/2006 47.75
9/14/2006 47.95
9/7/2006 42.99
8/31/2006 41.57
8/24/2006 39.35
8/17/2006 30.53
8/10/2006 36.59
8/3/2006 31.46
7/27/2006 34.88
7/20/2006 23.85
7/13/2006 36.5
7/6/2006 37.7
6/29/2006 38.6
6/22/2006 34.4
6/15/2006 26.41
6/8/2006 26.23
6/1/2006 30.77
5/25/2006 33.04
5/18/2006 39.39
5/11/2006 54.9
5/4/2006 45.89
4/27/2006 42.11
4/20/2006 33.73
4/13/2006 45.36
4/6/2006 47.67
3/30/2006 37.21
3/23/2006 43.75
3/16/2006 46.55
3/9/2006 41.21
3/2/2006 40.94
2/23/2006 43.21
2/16/2006 40.18
2/9/2006 40.19
2/2/2006 44.7
1/26/2006 30.77
1/19/2006 50
1/12/2006 58.96
1/5/2006 29.35
12/29/2005 37.3
12/22/2005 41.03
12/15/2005 46.15
12/8/2005 49.47
12/1/2005 52.47
11/24/2005 57.33
11/17/2005 53.63
11/10/2005 58.62
11/3/2005 42.95
10/27/2005 32.05
10/20/2005 43.11
10/13/2005 38.96
10/6/2005 50
9/29/2005 31.88
9/22/2005 39.47
9/15/2005 51.43
9/8/2005 42.31
9/1/2005 31.76
8/25/2005 36.14
8/18/2005 29.29
8/11/2005 39.74
8/4/2005 47.83
7/28/2005 57.52
7/21/2005 41.18
7/14/2005 57.89
7/7/2005 43.01
6/30/2005 45.89
6/23/2005 46.59
6/16/2005 48.05
6/9/2005 45.98
6/2/2005 48.61
5/26/2005 44.14
5/19/2005 38.92
5/12/2005 30.52
5/5/2005 28.57
4/28/2005 29.75
4/21/2005 36.84
4/14/2005 16.48
4/7/2005 27.74
3/31/2005 28.43
3/24/2005 23.23
3/17/2005 32.47
3/10/2005 49.66
3/3/2005 39.51
2/24/2005 31.82
2/17/2005 36.36
2/10/2005 43.75
2/3/2005 41.67
1/27/2005 26.43
1/20/2005 33.66
1/13/2005 33.99
1/6/2005 38.1
12/30/2004 57.66
12/23/2004 60.23
12/16/2004 52.53
12/9/2004 51.35
12/2/2004 56.76
11/25/2004 49.48
11/18/2004 64.1
11/11/2004 62.5
11/4/2004 57.14
10/28/2004 42.31
10/21/2004 42.48
10/14/2004 44.71
10/7/2004 56.93
9/30/2004 41.07
9/23/2004 51.2
9/16/2004 45.45
9/9/2004 50.5
9/2/2004 41.51
8/26/2004 41.53
8/19/2004 34.88
8/12/2004 38.57
8/5/2004 30.99
7/29/2004 34
7/22/2004 35.71
7/15/2004 47.37
7/8/2004 55.1
7/1/2004 56.97
6/24/2004 56.41
6/17/2004 41.41
6/10/2004 55.26
6/3/2004 33.33
5/27/2004 36.11
5/20/2004 36.67
5/13/2004 32.89
5/6/2004 38.98
4/29/2004 50
4/22/2004 50
4/15/2004 63.75
4/8/2004 58.78
4/1/2004 55.17
3/25/2004 31.48
3/18/2004 38.6
3/11/2004 41.29
3/4/2004 47.83
2/26/2004 41.58
2/19/2004 56.45
2/12/2004 56.1
2/5/2004 50.91
1/29/2004 56.88
1/22/2004 69.51
1/15/2004 66.29
1/8/2004 67.16
1/1/2004 62.41
12/25/2003 65.52
12/18/2003 60.2
12/11/2003 55.26
12/4/2003 69.37
11/27/2003 60.38
11/20/2003 53.23
11/13/2003 53.33
11/6/2003 57.58
10/30/2003 57.81
10/23/2003 52.78
10/16/2003 60.34
10/9/2003 57.58
10/2/2003 50
9/25/2003 57.28
9/18/2003 62.75
9/11/2003 58.14
9/4/2003 62.3
8/28/2003 56.7
8/21/2003 62.96
8/14/2003 50.56
8/7/2003 45.45
7/31/2003 51.54
7/24/2003 52
7/17/2003 51.26
7/10/2003 43.24
7/3/2003 41.18
6/26/2003 71.43
6/19/2003 56.41
6/12/2003 50
6/5/2003 52
5/29/2003 62.86
5/22/2003 38.46
5/15/2003 62.79
5/8/2003 52.8
5/1/2003 48.57
4/24/2003 63
4/17/2003 46.3
4/10/2003 38.46
4/3/2003 32.35
3/27/2003 39.42
3/20/2003 42.86
3/13/2003 34.29
3/6/2003 33.33
2/27/2003 26.02
2/20/2003 21.05
2/13/2003 21.9
2/6/2003 22.86
1/30/2003 25.53
1/23/2003 25
1/16/2003 29.17
1/9/2003 38.1
1/2/2003 32.43
12/26/2002 40
12/19/2002 42.86
12/12/2002 41.38
12/5/2002 52.94
11/28/2002 51.06
11/21/2002 50.56
11/14/2002 48.65
11/7/2002 50
10/31/2002 51.47
10/24/2002 44.58
10/17/2002 39.47
10/10/2002 28.85
10/3/2002 35.21
9/26/2002 24.51
9/19/2002 33.78
9/12/2002 38.36
9/5/2002 31.48
8/29/2002 50
8/22/2002 43.75
8/15/2002 37.93
8/8/2002 37.7
8/1/2002 34.21
7/25/2002 27.91
7/18/2002 26.25
7/11/2002 35.05
7/4/2002 26.56
6/27/2002 30.97
6/20/2002 45.71
6/13/2002 31.82
6/6/2002 32.79
5/30/2002 28.26
5/23/2002 26.19
5/16/2002 36.79
5/9/2002 30.26
5/2/2002 27.03
4/25/2002 36.67
4/18/2002 40.2
4/11/2002 28.21
4/4/2002 40.48
3/28/2002 51.16
3/21/2002 53.23
3/14/2002 56.45
3/7/2002 53.33
2/28/2002 44.44
2/21/2002 36.36
2/14/2002 45.16
2/7/2002 37.5
1/31/2002 45.45
1/24/2002 34.69
1/17/2002 29.55
1/10/2002 54.79
1/3/2002 51.11
12/27/2001 57.69
12/20/2001 52.46
12/13/2001 61.4
12/6/2001 59.18
11/29/2001 69.33
11/22/2001 58.33
11/15/2001 45.45
11/8/2001 34.62
11/1/2001 35
10/25/2001 55.88
10/18/2001 60.56
10/11/2001 47.37
10/4/2001 51.22
9/27/2001 51.11
9/20/2001 31.08
9/13/2001 26.67
9/6/2001 30.34
8/30/2001 31.43
8/23/2001 34.48
8/16/2001 35.42
8/9/2001 34.94
8/2/2001 36.36
7/26/2001 29.52
7/19/2001 50
7/12/2001 25.27
7/5/2001 40.74
6/28/2001 30.38
6/21/2001 33.33
6/14/2001 30.51
6/7/2001 42.55
5/31/2001 49.35
5/24/2001 61.9
5/17/2001 51.76
5/10/2001 53.33
5/3/2001 63.51
4/26/2001 46.55
4/19/2001 43.75
4/12/2001 30.3
4/5/2001 35.14
3/29/2001 37.25
3/22/2001 27.78
3/15/2001 30.91
3/8/2001 31.63
3/1/2001 45.95
2/22/2001 26.32
2/15/2001 30.43
2/8/2001 55.56
2/1/2001 50
1/25/2001 49.23
1/18/2001 36.59
1/11/2001 35.71
1/4/2001 42.59
12/28/2000 40
12/21/2000 31.11
12/14/2000 59.62
12/7/2000 47.06
11/30/2000 60.42
