"Index" "KA.Open" "KA.High" "KA.Low" "KA.Close" "KA.Volume" "KA.Adjusted"
2014-02-27 990 990 990 990 0 990
2014-02-28 990 990 990 990 0 990
2014-03-03 990 990 990 990 0 990
2014-03-04 990 990 990 990 0 990
2014-03-06 990 990 990 990 0 990
2014-03-07 990 990 990 990 0 990
2014-03-10 990 990 990 990 0 990
2014-03-11 990 990 990 990 0 990
2014-03-12 990 990 990 990 0 990
2014-03-13 990 990 990 990 0 990
2014-03-14 990 990 990 990 0 990
2014-03-17 990 990 990 990 0 990
2014-03-18 990 990 990 990 0 990
2014-03-19 990 990 990 990 0 990
2014-03-20 990 990 990 990 0 990
2014-03-21 990 990 990 990 0 990
2014-03-24 990 990 990 990 0 990
2014-03-25 990 990 990 990 0 990
2014-03-26 990 990 990 990 0 990
2014-03-27 990 990 990 990 0 990
2014-03-28 990 990 990 990 0 990
2014-03-31 990 990 990 990 0 990
2014-04-01 990 990 990 990 0 990
2014-04-02 990 990 990 990 0 990
2014-04-03 990 990 990 990 0 990
2014-04-04 990 990 990 990 0 990
2014-04-07 990 990 990 990 0 990
2014-04-08 990 990 990 990 0 990
2014-04-09 990 990 990 990 0 990
2014-04-10 990 990 990 990 0 990
2014-04-11 990 990 990 990 0 990
2014-04-14 990 990 990 990 0 990
2014-04-15 990 990 990 990 0 990
2014-04-16 990 990 990 990 0 990
2014-04-17 990 990 990 990 0 990
2014-04-18 990 990 990 990 0 990
2014-04-21 990 990 990 990 0 990
2014-04-22 990 990 990 990 0 990
2014-04-23 990 990 990 990 0 990
2014-04-24 990 990 990 990 0 990
2014-04-25 990 990 990 990 0 990
2014-04-28 990 990 990 990 0 990
2014-04-29 990 990 990 990 0 990
2014-04-30 990 990 990 990 0 990
2014-05-01 990 990 990 990 0 990
2014-05-02 990 990 990 990 0 990
2014-05-05 990 990 990 990 0 990
2014-05-06 990 990 990 990 0 990
2014-05-07 990 990 990 990 0 990
2014-05-08 990 990 990 990 0 990
2014-05-09 990 990 990 990 0 990
2014-05-12 990 990 990 990 0 990
2014-05-13 990 990 990 990 0 990
2014-05-14 990 990 990 990 0 990
2014-05-15 990 990 990 990 0 990
2014-05-16 990 990 990 990 0 990
2014-05-19 990 990 990 990 0 990
2014-05-20 990 990 990 990 0 990
2014-05-21 990 990 990 990 0 990
2014-05-22 990 990 990 990 0 990
2014-05-23 990 990 990 990 0 990
2014-05-26 990 990 990 990 0 990
2014-05-27 990 990 990 990 0 990
2014-05-28 990 990 990 990 0 990
2014-05-29 990 990 990 990 0 990
2014-05-30 990 990 990 990 0 990
2014-06-02 990 990 990 990 0 990
2014-06-03 990 990 990 990 0 990
2014-06-04 990 990 990 990 0 990
2014-06-05 990 990 990 990 0 990
2014-06-06 990 990 990 990 0 990
2014-06-09 990 990 990 990 0 990
2014-06-10 990 990 990 990 0 990
2014-06-11 990 990 990 990 0 990
2014-06-12 990 990 990 990 0 990
2014-06-13 990 990 990 990 0 990
2014-06-16 990 990 990 990 0 990
2014-06-17 990 990 990 990 0 990
2014-06-18 990 990 990 990 0 990
2014-06-19 990 990 990 990 0 990
2014-06-20 990 990 990 990 0 990
2014-06-23 990 990 990 990 0 990
2014-06-24 990 990 990 990 0 990
2014-06-25 990 990 990 990 0 990
2014-06-26 990 990 990 990 0 990
2014-06-27 990 990 990 990 0 990
2014-06-30 990 990 990 990 0 990
2014-07-01 990 990 990 990 0 990
2014-07-02 990 990 990 990 0 990
2014-07-03 990 990 990 990 0 990
2014-07-04 990 990 990 990 0 990
2014-07-07 990 990 990 990 0 990
2014-07-08 990 990 990 990 0 990
2014-07-09 990 990 990 990 0 990
2014-07-10 990 990 990 990 0 990
2014-07-11 990 990 990 990 0 990
2014-07-14 990 990 990 990 0 990
2014-07-15 990 990 990 990 0 990
2014-07-16 990 990 990 990 0 990
2014-07-17 990 990 990 990 0 990
2014-07-18 990 990 990 990 0 990
2014-07-21 990 990 990 990 0 990
2014-07-22 990 990 990 990 0 990
2014-07-23 990 990 990 990 0 990
2014-07-24 990 990 990 990 0 990
2014-07-25 990 990 990 990 0 990
2014-07-28 990 990 990 990 0 990
2014-07-29 990 990 990 990 0 990
2014-07-30 990 990 990 990 0 990
2014-07-31 990 990 990 990 0 990
2014-08-01 990 990 990 990 0 990
2014-08-04 990 990 990 990 0 990
2014-08-05 990 990 990 990 0 990
2014-08-06 990 990 990 990 0 990
2014-08-07 990 990 990 990 0 990
2014-08-08 990 990 990 990 0 990
2014-08-11 990 990 990 990 0 990
2014-08-12 990 990 990 990 0 990
2014-08-13 990 990 990 990 0 990
2014-08-14 990 990 990 990 0 990
2014-08-15 990 990 990 990 0 990
2014-08-19 990 990 990 990 0 990
2014-08-20 990 990 990 990 0 990
2014-08-21 990 990 990 990 0 990
2014-08-22 990 990 990 990 0 990
2014-08-25 990 990 990 990 0 990
2014-08-26 990 990 990 990 0 990
2014-08-28 990 990 990 990 0 990
2014-08-29 990 990 990 990 0 990
2014-09-01 990 990 990 990 0 990
2014-09-02 990 990 990 990 0 990
2014-09-03 990 990 990 990 0 990
2014-09-04 990 990 990 990 0 990
2014-09-05 990 990 990 990 0 990
2014-09-08 990 990 990 990 0 990
2014-09-09 990 990 990 990 0 990
2014-09-10 990 990 990 990 0 990
2014-09-11 990 990 990 990 0 990
2014-09-12 990 990 990 990 0 990
2014-09-15 990 990 990 990 0 990
2014-09-16 990 990 990 990 0 990
2014-09-17 990 990 990 990 0 990
2014-09-18 990 990 990 990 0 990
2014-09-19 990 990 990 990 0 990
2014-09-22 990 990 990 990 0 990
2014-09-23 990 990 990 990 0 990
2014-09-24 990 990 990 990 0 990
2014-09-25 990 990 990 990 0 990
2014-09-26 990 990 990 990 0 990
2014-09-29 990 990 990 990 0 990
2014-09-30 990 990 990 990 0 990
2014-10-01 990 990 990 990 0 990
2014-10-02 990 990 990 990 0 990
2014-10-03 990 990 990 990 0 990
2014-10-06 990 990 990 990 0 990
2014-10-07 990 990 990 990 0 990
2014-10-08 990 990 990 990 0 990
2014-10-09 990 990 990 990 0 990
2014-10-10 990 990 990 990 0 990
2014-10-13 990 990 990 990 0 990
2014-10-14 990 990 990 990 0 990
2014-10-15 990 990 990 990 0 990
2014-10-16 990 990 990 990 0 990
2014-10-17 990 990 990 990 0 990
2014-10-20 990 990 990 990 0 990
2014-10-21 990 990 990 990 0 990
2014-10-22 990 990 990 990 0 990
2014-10-23 990 990 990 990 0 990
2014-10-24 990 990 990 990 0 990
2014-10-27 990 990 990 990 0 990
2014-10-28 990 990 990 990 0 990
2014-10-29 990 990 990 990 0 990
2014-10-30 990 990 990 990 0 990
2014-10-31 990 990 990 990 0 990
2014-11-03 990 990 990 990 0 990
2014-11-04 990 990 990 990 0 990
2014-11-05 990 990 990 990 0 990
2014-11-06 990 990 990 990 0 990
2014-11-07 990 990 990 990 0 990
2014-11-11 990 990 990 990 0 990
2014-11-12 990 990 990 990 0 990
2014-11-13 990 990 990 990 0 990
2014-11-14 990 990 990 990 0 990
2014-11-17 990 990 990 990 0 990
2014-11-18 990 990 990 990 0 990
2014-11-19 990 990 990 990 0 990
2014-11-20 990 990 990 990 0 990
2014-11-21 990 990 990 990 0 990
2014-11-24 990 990 990 990 0 990
2014-11-25 990 990 990 990 0 990
2014-11-26 990 990 990 990 0 990
2014-11-27 990 990 990 990 0 990
2014-11-28 990 990 990 990 0 990
2014-12-01 990 990 990 990 0 990
2014-12-02 990 990 990 990 0 990
2014-12-03 990 990 990 990 0 990
2014-12-04 990 990 990 990 0 990
2014-12-05 990 990 990 990 0 990
2014-12-08 990 990 990 990 0 990
2014-12-09 990 990 990 990 0 990
2014-12-10 990 990 990 990 0 990
2014-12-11 990 990 990 990 0 990
2014-12-12 990 990 990 990 0 990
2014-12-15 990 990 990 990 0 990
2014-12-16 990 990 990 990 0 990
2014-12-17 990 990 990 990 0 990
2014-12-18 990 990 990 990 0 990
2014-12-19 990 990 990 990 0 990
2014-12-22 990 990 990 990 0 990
2014-12-23 990 990 990 990 0 990
2014-12-24 990 990 990 990 0 990
2014-12-25 990 990 990 990 0 990
2014-12-26 990 990 990 990 0 990
2014-12-29 990 990 990 990 0 990
2014-12-30 990 990 990 990 0 990
2014-12-31 990 990 990 990 0 990
2015-01-01 990 990 990 990 0 990
2015-01-02 990 990 990 990 0 990
2015-01-05 990 990 990 990 0 990
2015-01-06 990 990 990 990 0 990
2015-01-07 990 990 990 990 0 990
2015-01-08 990 990 990 990 0 990
2015-01-09 990 990 990 990 0 990
2015-01-12 990 990 990 990 0 990
2015-01-13 990 990 990 990 0 990
2015-01-14 990 990 990 990 0 990
2015-01-15 990 990 990 990 0 990
2015-01-16 990 990 990 990 0 990
2015-01-19 990 990 990 990 0 990
2015-01-20 990 990 990 990 0 990
2015-01-21 990 990 990 990 0 990
2015-01-22 990 990 990 990 0 990
2015-01-23 990 990 990 990 0 990
2015-01-26 990 990 990 990 0 990
2015-01-27 990 990 990 990 0 990
2015-01-28 990 990 990 990 0 990
2015-01-29 990 990 990 990 0 990
2015-01-30 990 990 990 990 0 990
2015-02-02 990 990 990 990 0 990
2015-02-03 990 990 990 990 0 990
2015-02-04 990 990 990 990 0 990
2015-02-05 990 990 990 990 0 990
2015-02-06 990 990 990 990 0 990
2015-02-09 990 990 990 990 0 990
2015-02-10 990 990 990 990 0 990
2015-02-11 990 990 990 990 0 990
2015-02-12 990 990 990 990 0 990
2015-02-13 990 990 990 990 0 990
2015-02-16 990 990 990 990 0 990
2015-02-17 990 990 990 990 0 990
2015-02-18 990 990 990 990 0 990
2015-02-19 990 990 990 990 0 990
2015-02-20 990 990 990 990 0 990
2015-02-23 990 990 990 990 0 990
2015-02-24 990 990 990 990 0 990
2015-02-25 990 990 990 990 0 990
2015-02-26 990 990 990 990 0 990
2015-02-27 990 990 990 990 0 990
2015-03-02 990 990 990 990 0 990
2015-03-03 990 990 990 990 0 990
2015-03-04 990 990 990 990 0 990
2015-03-05 990 990 990 990 0 990
2015-03-06 990 990 990 990 0 990
2015-03-09 990 990 990 990 0 990
2015-03-10 990 990 990 990 0 990
2015-03-11 990 990 990 990 0 990
2015-03-12 990 990 990 990 0 990
2015-03-13 990 990 990 990 0 990
2015-03-16 990 990 990 990 0 990
2015-03-17 990 990 990 990 0 990
2015-03-18 990 990 990 990 0 990
2015-03-19 990 990 990 990 0 990
2015-03-20 990 990 990 990 0 990
2015-03-23 990 990 990 990 0 990
2015-03-24 990 990 990 990 0 990
2015-03-25 990 990 990 990 0 990
2015-03-26 990 990 990 990 0 990
2015-03-27 990 990 990 990 0 990
2015-03-30 990 990 990 990 0 990
2015-03-31 990 990 990 990 0 990
2015-04-01 990 990 990 990 0 990
2015-04-02 990 990 990 990 0 990
2015-04-03 990 990 990 990 0 990
2015-04-06 990 990 990 990 0 990
2015-04-07 990 990 990 990 0 990
2015-04-08 990 990 990 990 0 990
2015-04-09 990 990 990 990 0 990
2015-04-10 990 990 990 990 0 990
2015-04-13 990 990 990 990 0 990
2015-04-14 990 990 990 990 0 990
2015-04-15 990 990 990 990 0 990
2015-04-16 990 990 990 990 0 990
2015-04-17 990 990 990 990 0 990
2015-04-20 990 990 990 990 0 990
2015-04-21 990 990 990 990 0 990
2015-04-22 990 990 990 990 0 990
2015-04-23 990 990 990 990 0 990
2015-04-24 990 990 990 990 0 990
2015-04-27 990 990 990 990 0 990
2015-04-28 990 990 990 990 0 990
2015-04-29 990 990 990 990 0 990
2015-04-30 990 990 990 990 0 990
2015-05-01 990 990 990 990 0 990
2015-05-04 990 990 990 990 0 990
2015-05-05 990 990 990 990 0 990
2015-05-06 990 990 990 990 0 990
2015-05-07 990 990 990 990 0 990
2015-05-08 990 990 990 990 0 990
2015-05-11 990 990 990 990 0 990
2015-05-12 990 990 990 990 0 990
2015-05-13 990 990 990 990 0 990
2015-05-14 990 990 990 990 0 990
2015-05-15 990 990 990 990 0 990
2015-05-18 990 990 990 990 0 990
2015-05-19 990 990 990 990 0 990
2015-05-20 990 990 990 990 0 990
2015-05-21 990 990 990 990 0 990
2015-05-22 990 990 990 990 0 990
2015-05-25 990 990 990 990 0 990
2015-05-26 990 990 990 990 0 990
2015-05-27 990 990 990 990 0 990
2015-05-28 990 990 990 990 0 990
2015-05-29 990 990 990 990 0 990
2015-06-01 990 990 990 990 0 990
2015-06-02 990 990 990 990 0 990
2015-06-03 990 990 990 990 0 990
2015-06-04 990 990 990 990 0 990
2015-06-05 990 990 990 990 0 990
2015-06-08 990 990 990 990 0 990
2015-06-09 990 990 990 990 0 990
2015-06-10 990 990 990 990 0 990
2015-06-11 990 990 990 990 0 990
2015-06-12 990 990 990 990 0 990
2015-06-15 990 990 990 990 0 990
2015-06-16 990 990 990 990 0 990
2015-06-17 990 990 990 990 0 990
2015-06-18 990 990 990 990 0 990
2015-06-19 990 990 990 990 0 990
2015-06-22 990 990 990 990 0 990
2015-06-23 990 990 990 990 0 990
2015-06-24 990 990 990 990 0 990
2015-06-25 990 990 990 990 0 990
2015-06-26 990 990 990 990 0 990
2015-06-29 990 990 990 990 0 990
2015-06-30 990 990 990 990 0 990
2015-07-01 990 990 990 990 0 990
2015-07-02 990 990 990 990 0 990
2015-07-03 990 990 990 990 0 990
2015-07-06 990 990 990 990 0 990
2015-07-07 990 990 990 990 0 990
2015-07-08 990 990 990 990 0 990
2015-07-09 990 990 990 990 0 990
2015-07-10 990 990 990 990 0 990
2015-07-13 990 990 990 990 0 990
2015-07-14 990 990 990 990 0 990
2015-07-15 990 990 990 990 0 990
2015-07-16 990 990 990 990 0 990
2015-07-17 990 990 990 990 0 990
2015-07-20 990 990 990 990 0 990
2015-07-21 990 990 990 990 0 990
2015-07-22 990 990 990 990 0 990
2015-07-23 990 990 990 990 0 990
2015-07-24 990 990 990 990 0 990
2015-07-27 990 990 990 990 0 990
2015-07-28 990 990 990 990 0 990
2015-07-29 990 990 990 990 0 990
2015-07-30 990 990 990 990 0 990
2015-07-31 990 990 990 990 0 990
2015-08-03 990 990 990 990 0 990
2015-08-04 990 990 990 990 0 990
2015-08-05 990 990 990 990 0 990
2015-08-06 990 990 990 990 0 990
2015-08-07 990 990 990 990 0 990
2015-08-10 990 990 990 990 0 990
2015-08-11 990 990 990 990 0 990
2015-08-12 990 990 990 990 0 990
2015-08-13 990 990 990 990 0 990
2015-08-14 990 990 990 990 0 990
2015-08-17 990 990 990 990 0 990
2015-08-18 990 990 990 990 0 990
2015-08-19 990 990 990 990 0 990
2015-08-21 990 990 990 990 0 990
2015-08-24 990 990 990 990 0 990
2015-08-25 990 990 990 990 0 990
2015-08-26 990 990 990 990 0 990
2015-08-27 990 990 990 990 0 990
2015-08-28 990 990 990 990 0 990
2015-08-31 990 990 990 990 0 990
2015-09-01 990 990 990 990 0 990
2015-09-02 990 990 990 990 0 990
2015-09-03 990 990 990 990 0 990
2015-09-04 990 990 990 990 0 990
2015-09-07 990 990 990 990 0 990
2015-09-08 990 990 990 990 0 990
2015-09-09 990 990 990 990 0 990
2015-09-10 990 990 990 990 0 990
2015-09-11 990 990 990 990 0 990
2015-09-14 990 990 990 990 0 990
2015-10-14 990 990 990 990 0 990
