"Index" "MM.Open" "MM.High" "MM.Low" "MM.Close" "MM.Volume" "MM.Adjusted"
2014-10-21 1.92 1.98 1.86 1.88 415700 1.88
2014-10-22 1.87 2.01 1.85 1.94 532700 1.94
2014-10-23 1.95 2.01 1.91 1.92 746400 1.92
2014-10-24 1.93 1.96 1.88 1.93 386300 1.93
2014-10-27 1.92 1.93 1.8 1.86 967100 1.86
2014-10-28 1.87 1.94 1.83 1.94 568000 1.94
2014-10-29 1.94 1.98 1.88 1.92 293800 1.92
2014-10-30 1.9 1.96 1.84 1.95 547400 1.95
2014-10-31 1.99 2.09 1.93 2.05 1015700 2.05
2014-11-03 2.03 2.05 1.84 1.9 836800 1.9
2014-11-04 1.9 1.9 1.82 1.86 1091000 1.86
2014-11-05 1.87 1.87 1.67 1.68 1697300 1.68
2014-11-06 1.62 1.75 1.62 1.7 1364800 1.7
2014-11-07 1.72 2.09 1.65 1.87 2864200 1.87
2014-11-10 1.86 1.98 1.83 1.98 841900 1.98
2014-11-11 1.99 1.99 1.92 1.93 417800 1.93
2014-11-12 1.91 1.96 1.86 1.87 1255900 1.87
2014-11-13 1.98 2.03 1.87 1.9 2059700 1.9
2014-11-14 1.91 1.94 1.86 1.9 486100 1.9
2014-11-17 1.9 1.96 1.86 1.89 685900 1.89
2014-11-18 1.91 1.92 1.81 1.82 642800 1.82
2014-11-19 1.82 1.88 1.76 1.77 818900 1.77
2014-11-20 1.77 1.89 1.76 1.87 537700 1.87
2014-11-21 1.9 1.93 1.81 1.82 510900 1.82
2014-11-24 1.82 1.84 1.75 1.78 961300 1.78
2014-11-25 1.79 1.81 1.75 1.77 764200 1.77
2014-11-26 1.78 1.83 1.73 1.75 692400 1.75
2014-11-28 1.74 1.75 1.68 1.74 445500 1.74
2014-12-01 1.73 1.74 1.65 1.65 708900 1.65
2014-12-02 1.65 1.66 1.55 1.6 1002200 1.6
2014-12-03 1.6 1.64 1.55 1.57 882600 1.57
2014-12-04 1.59 1.64 1.55 1.57 1117500 1.57
2014-12-05 1.57 1.61 1.55 1.59 1379500 1.59
2014-12-08 1.59 1.6 1.46 1.54 1451600 1.54
2014-12-09 1.54 1.7 1.53 1.63 2250000 1.63
2014-12-10 1.63 1.68 1.61 1.62 808800 1.62
2014-12-11 1.62 1.67 1.53 1.55 907800 1.55
2014-12-12 1.53 1.66 1.52 1.61 687600 1.61
2014-12-15 1.6 1.67 1.54 1.55 704500 1.55
2014-12-16 1.58 1.66 1.54 1.55 1092600 1.55
2014-12-17 1.55 1.58 1.52 1.56 1527200 1.56
2014-12-18 1.58 1.6 1.55 1.58 1182900 1.58
2014-12-19 1.59 1.79 1.58 1.67 3252000 1.67
2014-12-22 1.66 1.7 1.6 1.61 906000 1.61
2014-12-23 1.61 1.66 1.61 1.63 723800 1.63
2014-12-24 1.65 1.65 1.61 1.64 200500 1.64
2014-12-26 1.64 1.65 1.57 1.6 884200 1.6
2014-12-29 1.59 1.68 1.58 1.62 936700 1.62
2014-12-30 1.62 1.68 1.61 1.63 702300 1.63
2014-12-31 1.62 1.66 1.58 1.6 1432600 1.6
2015-01-02 1.62 1.74 1.61 1.71 752800 1.71
2015-01-05 1.71 1.74 1.6 1.6 676700 1.6
2015-01-06 1.61 1.63 1.56 1.59 809400 1.59
2015-01-07 1.59 1.62 1.56 1.56 646100 1.56
2015-01-08 1.54 1.65 1.49 1.57 1439900 1.57
2015-01-09 1.58 1.61 1.53 1.54 446100 1.54
2015-01-12 1.52 1.57 1.45 1.46 1138200 1.46
2015-01-13 1.46 1.51 1.36 1.43 934700 1.43
2015-01-14 1.4 1.45 1.36 1.41 792400 1.41
2015-01-15 1.41 1.47 1.37 1.45 1535600 1.45
2015-01-16 1.44 1.46 1.36 1.42 766200 1.42
2015-01-20 1.42 1.47 1.35 1.39 660900 1.39
2015-01-21 1.38 1.42 1.28 1.31 1330100 1.31
2015-01-22 1.31 1.38 1.31 1.38 715700 1.38
2015-01-23 1.38 1.43 1.37 1.43 653300 1.43
2015-01-26 1.44 1.46 1.38 1.44 549900 1.44
2015-01-27 1.44 1.47 1.42 1.45 376500 1.45
2015-01-28 1.45 1.45 1.34 1.39 754500 1.39
2015-01-29 1.39 1.39 1.3 1.38 455200 1.38
2015-01-30 1.37 1.38 1.33 1.35 336100 1.35
2015-02-02 1.34 1.39 1.34 1.36 470600 1.36
2015-02-03 1.4 1.51 1.38 1.48 852000 1.48
2015-02-04 1.47 1.62 1.46 1.54 1093800 1.54
2015-02-05 1.55 1.62 1.55 1.61 377800 1.61
2015-02-06 1.63 1.63 1.51 1.53 437300 1.53
2015-02-09 1.53 1.59 1.53 1.58 381700 1.58
2015-02-10 1.58 1.6 1.51 1.55 487900 1.55
2015-02-11 1.56 1.57 1.51 1.57 321400 1.57
2015-02-12 1.59 1.62 1.57 1.6 404500 1.6
2015-02-13 1.62 1.68 1.62 1.67 1035200 1.67
2015-02-17 1.68 1.72 1.67 1.69 512200 1.69
2015-02-18 1.68 1.71 1.68 1.69 348300 1.69
2015-02-19 1.72 1.74 1.67 1.71 338700 1.71
2015-02-20 1.71 1.73 1.56 1.6 626800 1.6
2015-02-23 1.58 1.6 1.53 1.56 511500 1.56
2015-02-24 1.56 1.58 1.51 1.58 329400 1.58
2015-02-25 1.57 1.64 1.56 1.59 457000 1.59
2015-02-26 1.6 1.63 1.58 1.58 245100 1.58
2015-02-27 1.6 1.61 1.57 1.58 284500 1.58
2015-03-02 1.59 1.65 1.56 1.64 216900 1.64
2015-03-03 1.63 1.66 1.63 1.64 212900 1.64
2015-03-04 1.63 1.68 1.59 1.64 1082500 1.64
2015-03-05 1.63 1.65 1.58 1.6 281900 1.6
2015-03-06 1.57 1.62 1.54 1.54 418900 1.54
2015-03-09 1.54 1.59 1.53 1.59 901300 1.59
2015-03-10 1.7 1.7 1.38 1.48 1535700 1.48
2015-03-11 1.48 1.51 1.41 1.41 577100 1.41
2015-03-12 1.42 1.53 1.4 1.5 1414200 1.5
2015-03-13 1.47 1.52 1.46 1.51 523300 1.51
2015-03-16 1.51 1.53 1.48 1.52 561800 1.52
2015-03-17 1.51 1.61 1.51 1.61 1123700 1.61
2015-03-18 1.61 1.64 1.57 1.62 850700 1.62
2015-03-19 1.62 1.62 1.58 1.6 507500 1.6
2015-03-20 1.6 1.64 1.55 1.58 1443800 1.58
2015-03-23 1.57 1.63 1.52 1.6 478500 1.6
2015-03-24 1.59 1.6 1.53 1.55 605200 1.55
2015-03-25 1.54 1.57 1.45 1.49 561300 1.49
2015-03-26 1.5 1.52 1.44 1.48 555600 1.48
2015-03-27 1.45 1.46 1.38 1.42 1165000 1.42
2015-03-30 1.42 1.45 1.4 1.41 533400 1.41
2015-03-31 1.41 1.45 1.35 1.45 816900 1.45
2015-04-01 1.48 1.48 1.44 1.45 252800 1.45
2015-04-02 1.42 1.44 1.4 1.43 326100 1.43
2015-04-06 1.44 1.46 1.43 1.45 453800 1.45
2015-04-07 1.46 1.47 1.42 1.44 468300 1.44
2015-04-08 1.44 1.49 1.41 1.45 427000 1.45
2015-04-09 1.44 1.46 1.42 1.45 281100 1.45
2015-04-10 1.48 1.48 1.42 1.45 264800 1.45
2015-04-13 1.45 1.47 1.4 1.42 329200 1.42
2015-04-14 1.47 1.47 1.4 1.45 715400 1.45
2015-04-15 1.43 1.46 1.43 1.46 453700 1.46
2015-04-16 1.45 1.49 1.44 1.46 469200 1.46
2015-04-17 1.46 1.46 1.44 1.44 438900 1.44
2015-04-20 1.46 1.46 1.43 1.44 383100 1.44
2015-04-21 1.45 1.45 1.43 1.44 285500 1.44
2015-04-22 1.46 1.58 1.44 1.51 4058200 1.51
2015-04-23 1.51 1.54 1.48 1.52 1026100 1.52
2015-04-24 1.53 1.56 1.5 1.53 1017300 1.53
2015-04-27 1.51 1.59 1.51 1.56 662500 1.56
2015-04-28 1.56 1.6 1.52 1.6 516900 1.6
2015-04-29 1.61 1.61 1.57 1.59 509900 1.59
2015-04-30 1.57 1.6 1.52 1.55 619400 1.55
2015-05-01 1.55 1.58 1.49 1.52 580700 1.52
2015-05-04 1.52 1.54 1.5 1.53 360100 1.53
2015-05-05 1.52 1.53 1.44 1.44 1031800 1.44
2015-05-06 1.5 1.58 1.5 1.57 1061500 1.57
2015-05-07 1.54 1.62 1.54 1.59 659600 1.59
2015-05-08 1.63 1.63 1.59 1.6 568700 1.6
2015-05-11 1.6 1.63 1.58 1.63 681800 1.63
2015-05-12 1.63 1.68 1.63 1.68 939300 1.68
2015-05-13 1.7 1.79 1.69 1.75 1181700 1.75
2015-05-14 1.75 1.79 1.75 1.78 536400 1.78
2015-05-15 1.77 1.88 1.76 1.8 997400 1.8
2015-05-18 1.8 1.8 1.75 1.77 620200 1.77
2015-05-19 1.78 1.8 1.73 1.77 428500 1.77
2015-05-20 1.78 1.78 1.69 1.75 424000 1.75
2015-05-21 1.71 1.76 1.71 1.75 182500 1.75
2015-05-22 1.76 1.81 1.76 1.79 491500 1.79
2015-05-26 1.77 1.79 1.7 1.74 391300 1.74
2015-05-27 1.75 1.75 1.7 1.72 318800 1.72
2015-05-28 1.68 1.7 1.6 1.68 684500 1.68
2015-05-29 1.67 1.69 1.65 1.67 317000 1.67
2015-06-01 1.68 1.69 1.62 1.67 605300 1.67
2015-06-02 1.65 1.7 1.65 1.69 245500 1.69
2015-06-03 1.7 1.7 1.67 1.69 319800 1.69
2015-06-04 1.69 1.69 1.63 1.66 560100 1.66
2015-06-05 1.67 1.71 1.63 1.71 357600 1.71
2015-06-08 1.69 1.71 1.67 1.68 3e+05 1.68
2015-06-09 1.71 1.71 1.63 1.67 571400 1.67
2015-06-10 1.67 1.7 1.67 1.68 286200 1.68
2015-06-11 1.66 1.69 1.59 1.66 915900 1.66
2015-06-12 1.65 1.67 1.57 1.66 544100 1.66
2015-06-15 1.67 1.71 1.63 1.69 934200 1.69
2015-06-16 1.66 1.84 1.66 1.8 1426100 1.8
2015-06-17 1.8 1.83 1.75 1.76 722800 1.76
2015-06-18 1.79 1.8 1.75 1.76 726400 1.76
2015-06-19 1.77 1.8 1.74 1.8 687300 1.8
2015-06-22 1.82 1.82 1.77 1.8 625800 1.8
2015-06-23 1.81 1.82 1.74 1.81 759500 1.81
2015-06-24 1.81 1.82 1.77 1.8 342300 1.8
2015-06-25 1.8 1.81 1.77 1.79 679100 1.79
2015-06-26 1.8 1.8 1.76 1.78 3219500 1.78
2015-06-29 1.77 1.77 1.64 1.66 791300 1.66
2015-06-30 1.66 1.67 1.52 1.62 1119000 1.62
2015-07-01 1.67 1.67 1.59 1.61 719500 1.61
2015-07-02 1.61 1.61 1.55 1.6 300300 1.6
2015-07-06 1.58 1.62 1.55 1.61 448000 1.61
2015-07-07 1.59 1.6 1.53 1.55 1000400 1.55
2015-07-08 1.5 1.51 1.45 1.45 719100 1.45
2015-07-09 1.84 2.06 1.77 1.86 5002000 1.86
2015-07-10 1.86 1.9 1.72 1.85 1761000 1.85
2015-07-13 1.72 1.92 1.69 1.89 1266500 1.89
2015-07-14 1.91 1.97 1.88 1.9 1291500 1.9
2015-07-15 1.9 1.91 1.89 1.9 1036600 1.9
2015-07-16 1.9 1.9 1.86 1.88 663700 1.88
2015-07-17 1.89 1.91 1.87 1.89 836700 1.89
2015-07-20 1.89 1.89 1.8 1.83 646900 1.83
2015-07-21 1.81 1.85 1.8 1.85 501900 1.85
2015-07-22 1.82 1.85 1.78 1.81 430200 1.81
2015-07-23 1.81 1.84 1.74 1.76 354700 1.76
2015-07-24 1.76 1.78 1.69 1.72 605600 1.72
2015-07-27 1.72 1.74 1.69 1.72 317900 1.72
2015-07-28 1.73 1.73 1.66 1.7 361900 1.7
2015-07-29 1.69 1.78 1.69 1.71 527100 1.71
2015-07-30 1.71 1.76 1.68 1.73 323100 1.73
2015-07-31 1.72 1.78 1.69 1.72 398300 1.72
2015-08-03 1.73 1.76 1.68 1.68 446000 1.68
2015-08-04 1.7 1.72 1.6 1.63 369400 1.63
2015-08-05 1.65 1.72 1.61 1.64 419000 1.64
2015-08-06 1.66 1.66 1.55 1.57 802100 1.57
2015-08-07 1.55 1.63 1.55 1.57 437700 1.57
2015-08-10 1.62 1.73 1.6 1.7 610700 1.7
2015-08-11 1.4 1.47 1.27 1.29 3827900 1.29
2015-08-12 1.25 1.27 1.2 1.26 745000 1.26
2015-08-13 1.31 1.31 1.22 1.22 656700 1.22
2015-08-14 1.22 1.26 1.22 1.26 428800 1.26
2015-08-17 1.25 1.35 1.24 1.33 578000 1.33
2015-08-18 1.34 1.34 1.29 1.33 519800 1.33
2015-08-19 1.31 1.32 1.26 1.29 452800 1.29
2015-08-20 1.27 1.29 1.25 1.25 636700 1.25
2015-08-21 1.22 1.31 1.18 1.28 693500 1.28
2015-08-24 1.23 1.32 1.18 1.25 544400 1.25
2015-08-25 1.28 1.29 1.24 1.25 4e+05 1.25
2015-08-26 1.28 1.29 1.2 1.22 485000 1.22
2015-08-27 1.22 1.26 1.2 1.23 353200 1.23
2015-08-28 1.24 1.29 1.24 1.27 280900 1.27
2015-08-31 1.3 1.36 1.29 1.34 326100 1.34
2015-09-01 1.31 1.35 1.3 1.32 357100 1.32
2015-09-02 1.34 1.35 1.32 1.34 369200 1.34
2015-09-03 1.73 1.74 1.73 1.74 27588600 1.74
2015-09-04 1.73 1.74 1.73 1.74 5737100 1.74
2015-09-08 1.74 1.74 1.73 1.73 1751100 1.73
2015-09-09 1.73 1.74 1.73 1.73 1837500 1.73
2015-09-10 1.73 1.74 1.73 1.74 1260200 1.74
2015-09-11 1.73 1.74 1.73 1.74 11079200 1.74
2015-09-14 1.73 1.74 1.73 1.74 1686100 1.74
2015-09-15 1.74 1.74 1.73 1.74 1220100 1.74
2015-09-16 1.74 1.74 1.73 1.73 718800 1.73
2015-09-17 1.74 1.75 1.73 1.75 1485600 1.75
2015-09-18 1.74 1.74 1.73 1.73 1310600 1.73
2015-09-21 1.73 1.75 1.73 1.75 2133900 1.75
2015-09-22 1.74 1.75 1.74 1.75 880100 1.75
2015-09-23 1.75 1.75 1.74 1.74 896900 1.74
2015-09-24 1.75 1.75 1.73 1.75 1778100 1.75
2015-09-25 1.75 1.75 1.73 1.74 1801300 1.74
2015-09-28 1.74 1.74 1.73 1.73 2443400 1.73
2015-09-29 1.74 1.75 1.73 1.75 1940300 1.75
2015-09-30 1.74 1.75 1.74 1.75 1814100 1.75
2015-10-01 1.74 1.75 1.74 1.74 1041400 1.74
2015-10-02 1.75 1.75 1.74 1.75 668200 1.75
2015-10-05 1.74 1.75 1.74 1.75 987800 1.75
2015-10-06 1.74 1.75 1.74 1.74 1219900 1.74
2015-10-07 1.74 1.75 1.74 1.75 2559900 1.75
2015-10-08 1.74 1.75 1.74 1.74 708400 1.74
2015-10-09 1.74 1.75 1.74 1.75 483000 1.75
2015-10-12 1.74 1.75 1.74 1.75 382100 1.75
2015-10-13 1.74 1.75 1.74 1.75 261500 1.75
2015-10-14 1.74 1.75 1.74 1.74 437000 1.74
2015-10-15 1.74 1.75 1.74 1.75 1013600 1.75
2015-10-16 1.74 1.75 1.74 1.75 1526900 1.75
2015-10-19 1.74 1.75 1.74 1.74 260700 1.74
2015-10-20 1.75 1.75 1.74 1.74 178300 1.74
2015-10-21 1.74 1.75 1.74 1.75 383600 1.75
2015-10-22 1.74 1.76 1.74 1.75 442600 1.75
2015-10-23 1.75 1.75 1.75 1.75 0 1.75
